team,season,mean_innings,mean_drs,mean_uzr,mean_uzr150,mean_def
blue_jays,2004,334.16764705882355,4.254196115017999,4.401917234997083,4.608643651799545,3.2262435218566927
blue_jays,2005,482.15833333333336,4.025320174907965,2.144612162642747,4.379478997905718,1.926386161887116
blue_jays,2006,356.959375,6.486890139809327,3.4995367498449164,4.061973465671462,-0.5900075647203857
blue_jays,2007,321.8027777777778,8.574748163557736,3.658798981887061,3.2502890572589878,3.1605789815339143
blue_jays,2008,312.6918918918919,3.514693679988937,2.456949413881037,3.452973095854667,2.6493348084635597
blue_jays,2009,429.74444444444447,3.5632029371461074,-3.459683043101411,-5.802348120715468,1.7266059093603943
blue_jays,2010,360.00625,-1.2527907501605875,-0.9316567460317461,-0.4060674603174605,0.746249132064991
blue_jays,2011,306.9342105263158,-2.230874094397051,-2.0328479170545752,-2.6843840341816687,-2.067169257363937
blue_jays,2012,295.9512820512821,5.140052503443914,0.3383138912034281,-0.4736678173233344,2.446253760102025
blue_jays,2013,322.47222222222223,1.5786028081660781,-0.7292051956237013,-2.71552187656947,0.3046422516574546
blue_jays,2014,268.3186046511628,-3.308779046083708,-0.30896844107217153,0.5197119480159281,-2.14418372441338
blue_jays,2015,288.1125,1.84481756258406,1.8183636634105218,1.2061060147766154,5.140518402310181
blue_jays,2016,299.26666666666665,2.897244546498278,1.4983887733887733,1.9556015376770093,4.745148818908432
blue_jays,2017,272.3790697674419,0.2663780811625384,-0.11107133425276569,-2.3246407856255566,0.06635565087908665
blue_jays,2018,238.85208333333333,-3.5762544810683043,-2.792454618938797,-5.552796710808626,-1.1097204583199587
blue_jays,2019,261.7409090909091,-1.9240748137471126,-1.6039617540651214,-3.3103158668946047,1.0924023898846742
braves,1998,359.528125,NA,NA,NA,NA
braves,1999,367.640625,NA,NA,NA,NA
braves,2000,359.915625,NA,NA,NA,NA
braves,2001,330.7257142857143,NA,NA,NA,NA
braves,2002,391.1333333333333,NA,2.709142350695391,3.001277805913748,3.056314784506274
braves,2003,447.9230769230769,4.832311523269792,2.074071784000236,0.8896927048062105,3.166349747197186
braves,2004,374.1258064516129,3.78230541736004,5.003231847347204,4.759814309228358,0.1943023480396215
braves,2005,444.0346153846154,5.709568727316824,6.297915779676623,8.22953058011624,1.2103973500755338
braves,2006,411.6428571428571,0.17870900572618426,1.71414713496464,1.6078883940527082,-1.9936793736291198
braves,2007,342.50882352941176,5.608185276463466,5.958071291171044,6.456907313626192,0.710812481965456
braves,2008,371.5967741935484,2.264351751378098,-0.5231575918723707,-2.374597190253194,8.665974498583253
braves,2009,354.43030303030304,-1.1668661616593423,-1.8673348318999219,-2.8737998436278342,6.718734267264966
braves,2010,338.50882352941176,1.1374714361429454,-2.486289721761416,-4.960804219769741,5.108499721913237
braves,2011,328.6722222222222,0.772857118709961,-3.0133789477753297,-3.0452955274653064,1.0613325940551213
braves,2012,412.7607142857143,8.251261107698166,5.122910578609001,5.967548960366125,6.0028698396876825
braves,2013,331.31142857142856,2.572995627764986,1.176901967365231,0.9898285341993821,3.686123913343452
braves,2014,401.2103448275862,0.885965741592251,3.394918140917727,3.376756549218819,1.2322275402981786
braves,2015,278,-0.050570275486927656,1.6101409439735168,1.5018317700757384,3.578861217957716
braves,2016,282.3292682926829,1.859340849207378,0.6946368097311495,-1.1393925930314068,-1.2624531718713283
braves,2017,295.5025641025641,-1.0822935286257223,-0.8227196935109276,-1.2734680508962424,2.095312868785317
braves,2018,375.7258064516129,6.956016312513414,3.7913131372606745,3.6695979431016377,4.551445134348041
braves,2019,362.484375,4.532531574636837,-0.776573094790946,-1.0426895324701,1.0871277021341172
brewers,1998,362.596875,NA,NA,NA,NA
brewers,1999,372.11290322580646,NA,NA,NA,NA
brewers,2000,355.2909090909091,NA,NA,NA,NA
brewers,2001,347.9757575757576,NA,NA,NA,NA
brewers,2002,327.21714285714285,NA,0.48197421466491047,-0.2711222208917096,0.8792705073759496
brewers,2003,430.0925925925926,-5.184301399354144,-4.39853363775932,-8.11665059244971,-3.6432108802292893
brewers,2004,397.6241379310345,-2.0608875128998965,1.1735642779264546,0.8406085836059074,-1.146329345804768
brewers,2005,442.27307692307693,0.20961640476211177,0.9758567225888527,1.0639460920728308,-0.1397019121044281
brewers,2006,335.25882352941176,-0.9598905147910304,-1.250546442608486,1.003816074436512,-0.6649938937941295
brewers,2007,385,-2.8560865800865796,-0.10771933992615257,1.9807897524228117,-3.0231150697455362
brewers,2008,375.51290322580644,3.2446460325232587,0.5994421911673717,2.285151286004694,1.632668068670707
brewers,2009,370.18709677419355,-1.1946792380487636,-0.41859670445715197,0.033943692841060795,0.8731393435765875
brewers,2010,411.01785714285717,-1.3539818395099275,-2.7430953989192624,-0.9009992848061028,1.8493139067691746
brewers,2011,281.20975609756096,1.1745333749653064,0.6154311319071315,2.087285127981442,5.295101304468498
brewers,2012,264.17045454545456,-0.5885404568331397,-1.3368378085964392,-2.7166981410445556,2.413733669241042
brewers,2013,329.6457142857143,3.586898488420468,2.823065487988583,0.9147209228573694,7.553903443684729
brewers,2014,342.8705882352941,0.14800645072742236,-0.26565049419516784,-0.5943579385001568,5.828053801811693
brewers,2015,273.18333333333334,-0.41394667805503016,-1.577703714051929,-3.318693994851019,1.9863445583211325
brewers,2016,301.80526315789473,-0.8659383011003958,-3.6340666899267307,-7.831335293824452,-3.3337941521120475
brewers,2017,321.05833333333334,-1.5747397928725309,-1.2859170154108572,-2.0585265475316845,0.19855327278768406
brewers,2018,248.51702127659576,4.9753944676078525,1.8085227439651372,3.421749008470841,1.556001753736967
brewers,2019,306.9947368421053,2.482221536456994,0.5940366701459323,1.0201163912795164,3.573175047321208
cardinals,1998,255.48260869565217,NA,NA,NA,NA
cardinals,1999,281.76585365853657,NA,NA,NA,NA
cardinals,2000,286.5875,NA,NA,NA,NA
cardinals,2001,294.25384615384615,NA,NA,NA,NA
cardinals,2002,361.459375,NA,2.883476318494504,5.4551445006720956,3.4119408559019613
cardinals,2003,344.1588235294118,-0.6449741056625704,2.676478808548896,2.507689902178268,5.023960783241262
cardinals,2004,374.9741935483871,5.062137609469899,4.174181263530801,1.9703365479236372,5.661251428020866
cardinals,2005,350.2878787878788,6.134711708983953,1.2478939404428708,0.14554607221623314,3.000658796174553
cardinals,2006,285.7525,5.352044164093052,1.4816907748634534,-0.15209971390272709,5.52551657520439
cardinals,2007,266.9325581395349,3.8190989797963075,2.033687523028969,-0.3473525399085812,5.301573760437139
cardinals,2008,258.3644444444444,5.134874079680727,1.7426450636097293,2.4814548636372575,9.69153706405351
cardinals,2009,255.97333333333333,3.9909886446504848,0.6477190161395986,-3.1224286820320413,4.702444817958299
cardinals,2010,264.17045454545456,4.33980298533144,0.3632412816427686,-1.3030949430577685,6.818695718002009
cardinals,2011,254.1391304347826,0.013600903305275988,-2.7022835292506895,-4.417806638371115,1.9775898172859785
cardinals,2012,324.7972222222222,2.0862332908566876,-1.5582006805381725,-3.7053758604505633,4.324905918576805
cardinals,2013,343.3,-0.5697726221277905,-2.668719506221221,-3.9961212893112568,6.211559235598935
cardinals,2014,340.71176470588233,3.4981612886517843,-0.4108780584056828,-0.26015489344909243,2.690064908161856
cardinals,2015,325.3,2.828867370290672,1.5497704091601854,1.8311325178787758,3.1829485217771465
cardinals,2016,296.9384615384615,-0.7891387320173394,-2.1237128869235624,-4.580775228995578,0.9631117866519273
cardinals,2017,297.3846153846154,0.5032678047939301,1.1302367528780948,1.0838501419334492,2.6058614172793866
cardinals,2018,332.45428571428573,2.9650392320319017,2.58998477182296,1.9374701576853175,3.5791426567463867
cardinals,2019,372.4193548387097,6.286349068860979,3.7038237013984556,4.401366740339157,3.927782165869881
cubs,1998,337.5028571428571,NA,NA,NA,NA
cubs,1999,293.2846153846154,NA,NA,NA,NA
cubs,2000,306,NA,NA,NA,NA
cubs,2001,310.5135135135135,NA,NA,NA,NA
cubs,2002,360.121875,NA,-1.8869344839557602,-1.4690105639041808,0.36874479311302427
cubs,2003,323.4611111111111,-1.6366384418528759,1.3060842663523864,1.4914712237281476,2.6733188571114437
cubs,2004,355.0060606060606,-1.3021715378311935,5.334330003511922,5.400503375346315,-1.7894905763452609
cubs,2005,328.92285714285714,0.7955143628988125,1.1716502732240437,3.2880168902136115,-0.4704812997734571
cubs,2006,302.7815789473684,-0.46483916667390934,2.986233820417813,4.304628130370429,0.49199593886037746
cubs,2007,289.205,3.0806694213447203,6.552820026287962,8.821199363554607,1.7110849839548523
cubs,2008,362.4625,-1.4193968341552579,2.614403397613393,4.228703329621711,1.127662128047014
cubs,2009,304.10263157894735,-1.4124213605171385,0.559956045696636,-0.047772585978181244,2.979001661589588
cubs,2010,337.86764705882354,-3.04302937976061,0.44212511069321314,-0.575485308896252,0.3792801827399855
cubs,2011,382.31,-2.4867079943850103,-1.3454501041884765,-0.7770815262365525,1.408091251569695
cubs,2012,289.7794871794872,2.2184596598651494,4.003536457068868,4.214866067815812,5.989952986490696
cubs,2013,350.8818181818182,0.5951671546147801,1.4345331766889455,-8.88699292138492,1.2597631909808094
cubs,2014,354.6060606060606,-1.340505896427961,0.3334323022980984,0.02366855814589455,-0.48688139115218465
cubs,2015,299.64102564102564,-0.41917679274345365,0.9949329577795383,2.1238065897954996,2.6244058701128026
cubs,2016,291.77,5.456541111149193,4.166289801116881,6.185646125208191,4.245724234365147
cubs,2017,226.91372549019607,2.4867186284845237,2.235338078291815,3.4558718861209963,0.8212983960176994
cubs,2018,274.46046511627907,3.6457828466844044,2.1702586708002327,3.0268242588645617,-0.47796173507437356
cubs,2019,240.15833333333333,1.4532947014122628,1.1524932300397768,0.8893902572088916,1.6354769307645325
diamondbacks,1998,369.43870967741935,NA,NA,NA,NA
diamondbacks,1999,378.4935483870968,NA,NA,NA,NA
diamondbacks,2000,311.8918918918919,NA,NA,NA,NA
diamondbacks,2001,353.6818181818182,NA,NA,NA,NA
diamondbacks,2002,330.48,NA,0.8887360980673227,0.025398645642825398,1.3697144517307214
diamondbacks,2003,342.18823529411765,-1.2636319878979578,-2.6555396192309964,-6.39445743364049,-0.6455218132805195
diamondbacks,2004,255.08666666666667,-0.8971678470933628,-3.592597570688969,-5.474243329350856,-1.3939019290811774
diamondbacks,2005,465.84,0.5222995019749271,-3.24353227484152,-5.022836731890173,0.4278907452187292
diamondbacks,2006,353.7030303030303,-0.19720361200116535,-2.5590991873102906,-3.6723166552433177,-1.6824527732843475
diamondbacks,2007,288.06,2.8787492189127266,-1.8049379162489698,-0.8157536897896795,-1.464300495826447
diamondbacks,2008,370.09354838709675,-1.4265791560982837,-5.09216785863697,-7.608649919317887,-3.849140816781968
diamondbacks,2009,373.4258064516129,-0.6815880859003819,0.09483851851851847,0.7257827160493826,3.325586763608216
diamondbacks,2010,357.846875,3.618403472155513,5.011603026008504,7.161215792730394,5.121279955285405
diamondbacks,2011,339.49117647058824,5.183483933568402,5.601894134421165,7.7823448453404085,7.829389667456785
diamondbacks,2012,327.5285714285714,1.439682470449688,-0.2994951258693115,-0.3140955668858444,2.502587975823225
diamondbacks,2013,373.575,5.818435053202168,3.4590049522935424,2.9458517371269046,0.5462102656762367
diamondbacks,2014,288.6975,2.2179617073234095,0.26432474165577846,-1.0674991091578572,2.7205805736455595
diamondbacks,2015,286.01951219512193,6.264547873247603,2.783295078284481,2.0342371292109047,0.25069382854180017
diamondbacks,2016,322.36944444444447,-0.9342024764547234,-2.385002265518804,-3.1919505131892594,-1.9431493913786688
diamondbacks,2017,281,1.6687961114486591,-1.0237819532444834,-3.213096112975947,-1.149376458171314
diamondbacks,2018,343.96764705882356,8.222986087952869,1.0248296559881906,1.9674278787404806,2.99515873015873
diamondbacks,2019,344.58235294117645,5.422241758992131,1.8250061097805368,2.7059054694755367,1.8781472781404496
dodgers,1998,289.2625,NA,NA,NA,NA
dodgers,1999,314.0108108108108,NA,NA,NA,NA
dodgers,2000,251.18260869565216,NA,NA,NA,NA
dodgers,2001,305.25,NA,NA,NA,NA
dodgers,2002,353.21818181818185,NA,5.080466712422786,5.606106481027551,9.825824605712874
dodgers,2003,306.68684210526317,5.3383444453025115,2.7807039573073835,5.235190998450038,9.172215358427367
dodgers,2004,332.03714285714284,5.07428600931049,6.986614738539915,8.32362238023584,9.933587576066305
dodgers,2005,278.33902439024394,0.2751075631577564,-0.13307927287295307,0.037221693625119144,-0.6375084127874371
dodgers,2006,259.4488888888889,-0.8608332191311499,-3.1105710730765836,-5.160251197695721,-1.357947101548582
dodgers,2007,282.80731707317074,0.2109080559891679,-2.9557626132654966,-5.10837203340531,0.6948366265592232
dodgers,2008,282.25853658536585,-0.7238217859426574,-4.030023213315554,-6.638823529411764,3.3780600110619465
dodgers,2009,346.52941176470586,1.375479545068749,-0.17692904602551046,-0.452134439109559,6.420882285031307
dodgers,2010,320.18888888888887,-3.6845611965159453,-4.290766896113944,-5.351971791870821,2.8716389528912085
dodgers,2011,272.5785714285714,0.12269944009154196,0.9087447193120874,1.2364919254162126,-0.9186341395218789
dodgers,2012,251.94347826086957,-1.0791412842770118,0.16147705582948937,1.2203863130268808,0.6517915084570244
dodgers,2013,269.6720930232558,2.708198587431765,1.3371663527810917,0.8423784967017368,1.5293969918587003
dodgers,2014,292.77,-0.09723503091163736,-0.685700101257361,-0.5508764168657406,-0.09699926211363431
dodgers,2015,281.9219512195122,1.0458179049728344,0.10491366678547383,0.19080135440180598,3.300494192887499
dodgers,2016,258.1711111111111,1.8796061182506003,2.6337480559875583,2.2797517569935235,7.932987674722853
dodgers,2017,240.6125,3.883838121460855,2.712904662904663,2.9510187110187114,6.992034797545332
dodgers,2018,274.45813953488374,1.8560800562630804,-1.1194611538611774,-2.5049841803054567,2.3201822175221665
dodgers,2019,251.29347826086956,4.910117219602924,0.4496223044914333,-2.026110384880205,0.8977548930044571
giants,1998,381.0032258064516,NA,NA,NA,NA
giants,1999,375.6774193548387,NA,NA,NA,NA
giants,2000,412.525,NA,NA,NA,NA
giants,2001,334.30285714285714,NA,NA,NA,NA
giants,2002,348.3454545454546,NA,2.8835145161771583,4.486922013466876,3.117321289388709
giants,2003,348.2818181818182,1.889100606440274,4.507138382602989,7.62439718004554,3.500389787565777
giants,2004,364.075,-4.322049028359541,-1.933962560339076,-0.4593206703033631,1.3192629930776836
giants,2005,339.56176470588235,-1.3399710699777394,1.7253536883582328,1.7565822170740646,4.721337804692155
giants,2006,336.24117647058824,4.733594583719668,4.0524947463224255,4.131606124287001,7.014213538969672
giants,2007,305.88157894736844,2.422617972211468,4.1001327942868935,3.795702383411534,10.317505437326211
giants,2008,268.1162790697674,-0.09871628068349388,2.1231140920952103,3.5584073342792224,2.124634704780407
giants,2009,350.3545454545455,-0.09324753280226952,3.917535118676908,8.225986338068546,2.0957301629043195
giants,2010,354.0121212121212,2.067460453331507,4.533946058050693,8.2357196662134,3.4024323769088545
giants,2011,266.71818181818185,1.3375541088653329,1.175237891169051,0.48223096627156087,4.70748865046148
giants,2012,322.30833333333334,1.5117166964000999,1.1256458273785472,0.8858622694881676,6.031500785968396
giants,2013,361.665625,-0.10631367025826685,0.13052971499674115,1.9184827477237267,4.115859761661183
giants,2014,275.8833333333333,1.6747331083705155,0.265256821433858,0.16431736320126308,5.753962269362502
giants,2015,274.9166666666667,3.1660070151128044,2.4411366765384654,2.7441447687721,6.907683247886933
giants,2016,324.4083333333333,4.917781944908252,2.149439675843912,3.30181359067464,10.680894904851282
giants,2017,241.825,-2.3157155656638753,0.8855623354987532,0.8646924874067213,3.859831274812528
giants,2018,292.0975,0.7490820701991631,-0.7756784027900234,-1.6311212993984994,0.4777205691045779
giants,2019,239.73673469387754,1.828647070340765,0.5771022307003543,0.7556088682991395,2.591867560131841
indians,1998,291.86,NA,NA,NA,NA
indians,1999,331.39142857142855,NA,NA,NA,NA
indians,2000,320.40833333333336,NA,NA,NA,NA
indians,2001,373.14516129032256,NA,NA,NA,NA
indians,2002,284.77,NA,-2.205770427312687,-4.360273367721734,-2.8857885274453623
indians,2003,307.12368421052633,2.461240542555288,2.1227312352462953,2.8196360181403235,2.0293031354108115
indians,2004,404.3724137931034,-3.00599481529488,-0.9889450909303544,0.22574995614291601,0.2220264978373291
indians,2005,374.76129032258063,4.233301198182069,3.370710449170717,4.418434099986228,1.6077289629527611
indians,2006,316.1666666666667,-2.4376471621859075,-1.7688580064063302,-5.323499583287311,-3.9828366182135126
indians,2007,389.85,-1.1722200846479414,-2.882893103886332,-1.903253105058974,-2.7743529057677567
indians,2008,370.7032258064516,1.8077498738230742,2.1238794689473424,2.6379105961911393,-0.47280233934414834
indians,2009,294.1,-0.8715420361119103,-2.06577644022362,-3.6584121416257265,-2.161079882275815
indians,2010,301.5184210526316,-0.4251464080923746,-1.6574405890216892,-4.633912644412075,-2.076621327226008
indians,2011,332.01714285714286,-1.9519818253790682,-2.2866846997491765,-5.295753700880343,-5.87497900229942
indians,2012,274.53333333333336,-3.181953791715812,-2.7761219490424383,-4.108755417588194,-4.953694581280788
indians,2013,371.8290322580645,-1.6992374226795182,-0.527269300586234,-1.3254490988265404,0.3902532137601687
indians,2014,293.5325,-2.5996014069992253,-4.1026715619263365,-8.244388352927391,-0.48459337185217494
indians,2015,301.4789473684211,-0.5694209249140203,0.820612265281662,1.7043318018377946,2.7306800726155567
indians,2016,330.0657142857143,0.48328904200895056,2.544163275812567,2.6161226449652,6.852333070179083
indians,2017,311.35675675675674,3.343900279509036,1.4826399364827312,0.3033247320365224,5.220227512639592
indians,2018,364.14375,1.8794346326141804,3.1552979378483528,3.936987060815159,6.246319359578178
indians,2019,328.48285714285714,5.219528742530596,2.7453154666640156,4.20515323518594,5.509596437517395
mariners,1998,237.2625,NA,NA,NA,NA
mariners,1999,243.91914893617022,NA,NA,NA,NA
mariners,2000,303.3921052631579,NA,NA,NA,NA
mariners,2001,334.77714285714285,NA,NA,NA,NA
mariners,2002,339.94117647058823,NA,2.4142372646733112,3.3773631545641507,1.1557424481546084
mariners,2003,371.758064516129,3.8202958913618814,8.71337308516549,9.695821096912452,4.30241755189891
mariners,2004,307.08684210526314,3.2352668969004137,4.593073894134702,4.9569065156917285,0.9811263318112633
mariners,2005,278.4609756097561,0.18618889540943684,2.2153897741832163,1.8673296364509928,-0.877455748181576
mariners,2006,340.26176470588234,5.004460233902964,5.8824910835136395,5.632688184791092,6.55787864957194
mariners,2007,370.02258064516127,-3.3858352149389317,-4.602517114585513,-6.949084730899923,-0.44293983903139894
mariners,2008,302.1078947368421,1.4603792649889809,-1.063878099790858,-1.368888556916642,-0.7365619120618772
mariners,2009,297.8333333333333,5.9281219060737795,7.607399645808737,10.592700708382527,0.3441154995936025
mariners,2010,348.41515151515154,0.630804421753916,2.2319557503652683,1.7133762709842857,-2.4912833502665235
mariners,2011,301.46315789473687,0.9141817102552466,2.119688126664871,1.4695319904622237,-0.5465444031622757
mariners,2012,415.9321428571429,1.9010827659044658,2.600443589542279,2.4003277851927454,2.6715753895193872
mariners,2013,334.71714285714285,-5.238341968911917,-2.1412875092675696,-4.104785967924455,-0.2965652399552045
mariners,2014,322.53055555555557,2.6608676180551365,0.5470959583387268,-1.4180306485178586,6.604837487427493
mariners,2015,285.32682926829267,-1.636933255829857,-0.07017231947483583,-1.9580865114098154,2.83659577378103
mariners,2016,364.096875,0.5433220897597651,-0.7416316058508965,-2.4637543252595155,-0.771957650160666
mariners,2017,287.96750000000003,1.3653103214772497,1.0342710464123288,0.3296953508231882,3.057993277591044
mariners,2018,275.8309523809524,-2.610691503595197,-0.9173718474320091,-9.055458523911602,3.2202154398563736
mariners,2019,225.65882352941176,-4.478668126444571,-1.9996632628734903,-4.108504847425302,1.2654691562278422
marlins,1998,340.86470588235295,NA,NA,NA,NA
marlins,1999,337.63235294117646,NA,NA,NA,NA
marlins,2000,346.43030303030304,NA,NA,NA,NA
marlins,2001,396.44827586206895,NA,NA,NA,NA
marlins,2002,352.90909090909093,NA,-3.7942758133233854,-3.6823336540160603,-3.7784746647614855
marlins,2003,398.52758620689656,-0.4679726233635886,2.220171266402318,1.032570281521621,4.629847563930385
marlins,2004,371.2193548387097,1.6166426250021726,-1.2923059349391601,-0.9127449714427613,3.702640360390423
marlins,2005,349.4939393939394,-5.732921193413854,-2.9797880986362193,-4.804354979384713,-0.4011876187965649
marlins,2006,382.04333333333335,-3.0209313079668103,-2.904503138127501,-3.702701084624672,0.5336804343881295
marlins,2007,384.7366666666667,-7.980332868368841,-5.77426220091903,-6.530500316906988,-5.130294125800461
marlins,2008,358.64375,-1.0614729100953242,-0.8385291217165227,0.8609927382482145,-2.3616996653653097
marlins,2009,413.0964285714286,-4.339863573880191,-3.3952483545154464,-2.5499703516296717,-1.7560125050144553
marlins,2010,310.8081081081081,-3.0752180453743074,-2.063640790205899,-2.394457031560538,-3.750202468586059
marlins,2011,299.2692307692308,-3.5598337831469817,-0.5611098596515285,-2.4009128037374032,-1.2058638040006036
marlins,2012,329.0885714285714,-2.93965150502253,-0.39272323067914544,-3.3390327414920753,0.9366452724292186
marlins,2013,284.7073170731707,-0.035260858391159104,0.8042703057495814,2.6871410797731126,1.7617432550998025
marlins,2014,364.16875,-0.4441707999382154,1.3141769743101808,1.0541487243371555,-4.097114724381335
marlins,2015,308.4081081081081,3.3569243981737076,2.670500912756525,1.9221087684808122,3.1679099768632124
